tweet_id,user,text,num_comments,num_retweets,num_views,timestamp
1644550656760459267,@BBCAfrica,"Cat jumps on imam leading Ramadan prayers in Algeria. Imam Walid Mehsas was praying Taraweeh, a nightly prayer occurring every evening during the month of Ramadan, when the cat jumped on him and climbed on his shoulders.",6,49,14K,2023-04-08T04:00:05.000Z
1644414817904599041,@BBCAfrica,Should African governments be joining in with the rising chorus of concern over TikTok? Kenyan broadcaster @WaihigaMwaura shares his thoughts on the rising panic over the video-sharing app. https://bbc.in/3nSvoVV,20,16,17.6K,2023-04-07T19:00:18.000Z
1644414813760626705,@BBCAfrica,"Across the continent, more men are accessing the internet than women. How can politicians close the digital gender gap? https://bbc.in/411oRq2",2,7,"9,480",2023-04-07T19:00:18.000Z
1644399728048709632,@BBCAfrica,"Across the continent, more men are accessing the internet than women. How can politicians close the digital gender gap? https://bbc.in/3KevVJ5",2,5,"8,948",2023-04-07T18:00:21.000Z
1644371367268065281,@BBCAfrica,Gunmen kill dozens in rural Nigerian village,7,16,11.7K,2023-04-07T16:07:39.000Z
1643526158401585152,@BBCAfrica,This 800 million Egyptian pound ($25.9m) mosque is causing an uproar in Egypt. Here's why,4,27,14.8K,2023-04-05T08:09:06.000Z
1643512059848450050,@BBCAfrica,"Apple Music says @davido ’s ‘Timeless’ album has had the most first-day streams ever for an African album. In the meantime, Wizkid and Libianca are topping Billboard and the Official Afrobeats Top charts respectively. https://bbc.in/3MccNy9",5,51,25.7K,2023-04-05T07:13:04.000Z
1643310064613163009,@noni_muchiri,"South Africa’s @Nasty_CSA is a multi-talented, award winning rapper and entrepreneur. I caught up with the 26-year-old on his career & how the ongoing load-shedding situation in inspired his latest hit “Blackout”! #FocusOnAfrica #BBC @bbcworldservice",1,5,14.1K,2023-04-04T17:50:25.000Z
1643481108997185537,@BBCAfrica,"Criminal networks linked to a subsidiary of Zimbabwe's Central Bank, smuggling gold to Dubai. Information Minister Monica Mutsvangwa says the authorities take allegations raised seriously and has ordered for an investigation. https://bbc.in/3m2TOeS",2,13,15.3K,2023-04-05T05:10:05.000Z
1643478706038374401,@BBCAfrica,"Ethiopian composer and piano-playing nun, Emahoy Tsegué-Maryam Guèbrou, died last week at the age of 99. Read about her extraordinary life, which included being a trailblazer for women's equality. https://bbc.in/3mcxUFN",0,31,13.7K,2023-04-05T05:00:32.000Z
1643455947170369538,@BBCAfrica,Congratulations to Alain Capo who won the @WorldLiteracy Award 2023 The Ivorian tech entrepreneur invented a smartphone that lets people communicate in at least 16 of the languages spoken in Ivory Coast. https://bbc.in/3Mh5wgp,8,56,20.7K,2023-04-05T03:30:06.000Z
1643312531555885062,@BBCAfrica,The Malawi FA is on the hunt for a new head coach after announcing that Mario Marinica's contract will not be renewed. It comes just days after a 4-0 defeat to Egypt in Lilongwe. https://bbc.in/3U8tw7l,1,2,10.2K,2023-04-04T18:00:13.000Z
1643267198604005381,@BBCAfrica,"“If I’m the mother of rap, Mzbel is like the grandmother.” @Eno_Barony is one of Ghana’s top rappers from the hiplife genre. She shares what inspires her to push forward in a male-dominated industry. Full video https://bbc.in/3K8QBT0",2,12,10.1K,2023-04-04T15:00:05.000Z
1643252197105213441,@BBCAfrica,"\"\"\"I don't want my daughter or any child to be the next victim of a land mine.\"\" - Helena Kasongo","Angolan deminer. Find out more about the lives of Angola's \"\"sapadoras\"\" https://bbc.in/3ZC0cHv #MineAwarenessDay #MineActionCannotWait #IMAD2023\"",0,7,"9,459"
1643237005533257731,@BBCAfrica,"Kenya's President William Ruto's decision to reverse his hardline approach towards the opposition-led protests and agree to talks on electoral reform should be seen as an act of magnanimity, lawyer and political analyst @Javasbigambo tells @bbcBola https://bbc.in/3K77rSa",2,9,"9,950",2023-04-04T13:00:06.000Z
1641878098579714050,@BBCAfrica,"Why is it important to some in Lesotho to claim back land from South Africa? Pastor Kenneth Matee, spokesperson for the Basotho Covenant Movement, explains",2,4,10.2K,2023-03-31T19:00:17.000Z
1641847916108054557,@BBCAfrica,"“If you want to give a present, go and buy gifts.” The Bank of Ghana has warned against using local banknotes as bouquets and hampers when gifting people. They say the popular practice is making it easier for banknotes to spoil or get defaced. More: https://bbc.in/40vZDQG",8,32,24.7K,2023-03-31T17:00:21.000Z
1641819129874116614,@BBCAfrica,Prosecutors in Ethiopia say they’re dropping criminal charges placed against senior civil and military leaders from the Tigray People's Liberation Front. https://bbc.in/3Zw7BYZ,4,12,18.6K,2023-03-31T15:05:58.000Z
1641796279259783171,@BBCAfrica,"Oscar Pistorius, the former Paralympian who murdered his girlfriend Reeva Steenkamp, is denied parole. https://bbc.in/3MbSCAx",37,101,199K,2023-03-31T13:35:10.000Z
1641787503634948098,@BBCAfrica,Why the Namibian defence minister has expressed concerns over the high number of recruits who were found unhealthy to serve in the army https://bbc.in/3Kmt7uF,1,10,15.1K,2023-03-31T13:00:18.000Z
1641757267543375875,@BBCAfrica,Leading Senegalese opposition leader Ousmane Sonko has been found guilty of libel and handed a two-month suspended jail sentence. Sonko was charged with libel after accusing the country's Tourism Minister of embezzlement. More here: https://bbc.in/3G6zVu4,5,24,19.2K,2023-03-31T11:00:09.000Z
1641719514839523328,@BBCAfrica,A South African parole board is to consider whether former Paralympics star Oscar Pistorius can be released from jail. He has so far served half of his 13-year sentence for murdering his girlfriend Reeva Steenkamp in 2013.,15,44,183.7K,2023-03-31T08:30:08.000Z
1641711929986289665,@BBCAfrica,"Komba Johnbul used to spend his days digging in the mud. Then, six years ago, he found a huge 709 carat diamond. It’s what miners like him dream of, but ‘striking gold’ wasn't everything he expected it to be. Listen to his story on #TheComb: https://bbc.in/3JW0e7l BBC/Getty",3,8,18.6K,2023-03-31T08:00:00.000Z
1641696918232350721,@BBCAfrica,"Fasting at any time can be a risk for people with diabetes, so for observers of Ramadan who also have the condition, taking part in fasting can cause concern. Kenyan diabetes care specialist, Dr Hilda Nabiswa, has advice on how diabetics can keep safe.",0,5,"9,131",2023-03-31T07:00:21.000Z
1641666680383234049,@BBCAfrica,French court has handed a four-year jail term to a Rwandan for starting a fire that severely damaged a Gothic cathedral in the western French city of Nantes in 2020. More here: https://bbc.in/3LZ1ola,6,13,27K,2023-03-31T05:00:11.000Z
1641636465271611393,@BBCAfrica,Malawi's to declare 537 missing persons dead following Storm Freddy. The tropical storm saw mudslides sweep through neighbourhoods and bury people in mud. More here: https://bbc.in/3M42lIR,7,133,37.3K,2023-03-31T03:00:08.000Z
1641530842966007817,@BBCAfrica,A group of Ugandan mothers are urging the president not to sign into law a new draft under which people who are revealed as being gay could be sent to prison. More here: https://bbc.in/435dxeD,59,36,35.3K,2023-03-30T20:00:25.000Z
1640755907247177732,@BBCAfrica,"In November 2020, a #BBCAfricaEye investigation revealed that Crowd1 is peddling a range of bogus products and false promises to cover an old-fashioned pyramid scheme based on recruitment: https://bbc.in/3p582JX",1,1,"9,062",2023-03-28T16:41:06.000Z
1640755909981863938,@BBCAfrica,The #Crowd1 scheme appears to have made a fortune for a handful of European scammers - many of them Swedish - but it has left behind a trail of debt and poverty in countries including #SouthAfrica and #Nigeria. #BBCAfricaEye's story,0,3,15K,2023-03-28T16:41:07.000Z
1640745681693429761,@BBCAfrica,"“This rising dictatorship is something we’re not really comfortable with.” The governor of Kenya’s Kisumu County, Peter Anyang Nyong’o, tells @BBC_AudreyB why he has been at the forefront of protests against the Ruto government.",3,10,12K,2023-03-28T16:00:28.000Z
1640738013155315712,@BBCAfrica,"False and misleading social media videos about migrants from sub-Saharan Africa have been widely circulated in Tunisia, amid a wave of anti-migrant sentiment. The BBC's been investigating the videos... Watch Read https://bbc.in/3FWwWEq",2,15,12.3K,2023-03-28T15:30:00.000Z
1640722971860795392,@BBCAfrica,"Frederick Mac-Palm, one of the main suspects accused of attempting to overthrow the Ghanaian government in 2019 has died. Local media say he collapsed in his house on Saturday and was rushed to hospital where he was pronounced dead. https://bbc.in/3JPSQub",3,6,12.7K,2023-03-28T14:30:14.000Z
1640700314830372866,@BBCAfrica,"\"Kenya's opposition leader Raila Odinga has condemned the invasion of the property of the former president Uhuru Kenyatta. He says he believes the attack was carried out by \"\"goons\"\" hired by the government. https://bbc.in/3zvxptP\"",14,24,21K,2023-03-28T13:00:12.000Z
1640677642549485569,@BBCAfrica,"In a join press conference with US Vice-President Kamala Harris, Ghana’s President Nana Akufo-Addo says the anti-gay bill being debated in parliament has been “modified” following his government intervention. More here: https://bbc.in/3lNv5ek",41,33,43K,2023-03-28T11:30:06.000Z
1640654979936448512,@BBCAfrica,"In our series of letters from African journalists, Maher Mezahi searches for his roots in an Algerian cemetery. Read more to find out what looking for the branches of his family tree has taught him.",3,9,11.4K,2023-03-28T10:00:03.000Z
1640617685867196417,@BBCAfrica,"We know it's loved across the continent, but how is Afrobeats growing around the world? Take a listen to the likes of @DJABASS , @AyoShonaiya , @weirdmcofficial and @PaulPlay_Dairo talk about the business of one of Africa's biggest exports",3,18,12.3K,2023-03-28T07:31:52.000Z
1640594607384739843,@BBCAfrica,Experts from across various parts of South Africa's energy sector discuss the country's future when it comes to generating power.,1,5,11.7K,2023-03-28T06:00:09.000Z
1639326471503347712,@BBCAfrica,"Equatorial Guinea has confirmed eight more cases of the Marburg virus disease, bringing the total to nine since February when it was first declared. The new cases were reported from areas bordering Cameroon and Gabon. https://bbc.in/3lBvdNZ",1,18,15.6K,2023-03-24T18:01:02.000Z
