tweet_id,user,text,num_comments,num_retweets,num_views,timestamp
1644570208684716032,@BBCNews,"Boris Becker: Six-time Grand Slam singles champion on prison, fame and the future",3,3,18.9K,2023-04-08T05:17:47.000Z
1644560594987515907,@BBCNews,The young men of Mexico risking their lives to be Catholic priests,7,10,31.4K,2023-04-08T04:39:34.000Z
1644552535590486017,@BBCNews,Heineken Champions Cup: Leinster 55-24 Leicester Tigers - Leinster into semi-finals,0,2,35K,2023-04-08T04:07:33.000Z
1644552535368257536,@BBCNews,How this historically black college gymnastics team made history,14,7,36K,2023-04-08T04:07:33.000Z
1644508925339873281,@BBCNews,Week in pictures: 1 - 7 April 2023,11,16,45.6K,2023-04-08T01:14:15.000Z
1644508925323010049,@BBCNews,Do ‘disaster trolls’ believe the conspiracy theories they promote?,22,9,45.4K,2023-04-08T01:14:15.000Z
1644284609931124737,@BBCNews,"\"The author helping \"\"forgotten mourners\"\" navigate grief\"",3,10,75K,2023-04-07T10:22:54.000Z
1644279418603405314,@BBCNews,Palace of Westminster dig unearths 18th Century fish token,22,20,78.8K,2023-04-07T10:02:17.000Z
1644275412178984960,@BBCNews,Downton Abbey star joins Shetland cast as filming begins,21,19,76.9K,2023-04-07T09:46:22.000Z
1644272529043861504,@BBCNews,Brain tumour awareness art exhibition opens in London,9,26,83.7K,2023-04-07T09:34:54.000Z
1644269082202521602,@BBCNews,Abandoned pet becomes award-winning police dog,18,39,87K,2023-04-07T09:21:12.000Z
1644265708598042625,@BBCNews,Sisters of murdered girl Collette Gallacher call for changes to law,12,5,82.3K,2023-04-07T09:07:48.000Z
1644263413827223554,@BBCNews,John Lydon's wife Nora Forster dies from Alzheimer's at 80,42,46,229K,2023-04-07T08:58:41.000Z
1644262861835759671,@BBCNews,Sam Ryder reflects a year after coming second in Eurovision,35,9,87K,2023-04-07T08:56:29.000Z
1644257918664015872,@BBCNews,Photographer's Tusker Rock 'ship graveyard' tribute,5,5,75.3K,2023-04-07T08:36:51.000Z
1644256736503529478,@BBCBreaking,"12-year-old boy charged with murder of 60-year-old woman who died after being hit by a car in Sheffield, UK",183,191,1.1M,2023-04-07T08:32:09.000Z
1644254070205558784,@BBCNews,Anti-plastic group has beef with Sainsbury's vac pack mince over recycling,81,24,437.4K,2023-04-07T08:21:33.000Z
1644248841070280706,@BBCNews,Being in Scotland is my miracle after fleeing Rwandan genocide,39,18,116.6K,2023-04-07T08:00:47.000Z
1644084328945557504,@BBCNews,England's Lionesses beat Brazil on penalties to win first Women's Finalissima https://bbc.in/415dLk2,25,28,158K,2023-04-06T21:07:04.000Z
1644083966163468291,@BBCBreaking,"Man arrested on suspicion of murder after woman dies in fire at block of flats in London, England",48,91,557.6K,2023-04-06T21:05:37.000Z
1644021574826074122,@BBCAccessAll,"This week @FoxNikkiFox and @emmajtracey cover a plethora of topics Why is it so difficult to access smear tests if you’re physically disabled? Is Chat GPT a disability ally? And the author who combines romance, chess and arthritis... Enjoy!",6,13,101.6K,2023-04-06T16:57:42.000Z
1644069519797768203,@BBCNews,"Cardiff flat owner gets tax bills for 11,000 Chinese firms",33,39,224.9K,2023-04-06T20:08:13.000Z
1644063807457710083,@BBCNews,Dog show called off again in Manchester over ear crops,32,29,183.3K,2023-04-06T19:45:31.000Z
1644058238407659532,@BBCNews,"Woman being dropped in care partly led to death, inquest jury finds",4,4,85.8K,2023-04-06T19:23:23.000Z
1644055413824933889,@BBCNews,Hospital employs robot to help free up staff,53,33,124.6K,2023-04-06T19:12:10.000Z
1644051863904321538,@BBCWorld,"World economy faces weakest growth since 1990, head of International Monetary Fund says",34,77,233.9K,2023-04-06T18:58:04.000Z
1644049810545168399,@BBCNews,"Ofsted unfit for purpose, says ex-inspector",21,20,95K,2023-04-06T18:49:54.000Z
1644049664503697409,@BBCNews,Greater Manchester Police officers barred over offensive messages,8,10,80.9K,2023-04-06T18:49:19.000Z
1644046076951818245,@BBCNews,Comic Roy 'Chubby' Brown asked not to return to venue,264,58,571.4K,2023-04-06T18:35:04.000Z
1644039069511344133,@BBCNews,Edinburgh University students reject vegan plan,40,15,166K,2023-04-06T18:07:13.000Z
